prodOneC,prodName,reason
606,Дверь задняя левая 7700325001/25030 ACCENT,Doesn't have brand
608,Радиатор охлаждения двигателя 2531038050 SONATA5,Doesn't have brand
1835,Ремень ГРМ 2431238220 SANTA FE,Doesn't have brand
1221,Рамка фары противотуманной левая (хромированная) 865533D010 SONATA5,Doesn't have brand
1222,Рамка фары противотуманной правая (хромированная) 865543D010 SONATA5,Doesn't have brand
1224,Пружина передняя 5463028441 LANTRA,Doesn't have brand
1225,Радиатор охлаждения двигателя автомат 2531029700 LANTRA,Doesn't have brand
1226,Фонарь задний левый 924012D210 ELANTRA,Doesn't have brand
1227,Накладка бампера заднего 866102D200 ELANTRA 5 дверей,Doesn't have brand
1228,Рейка рулевая с гидроусилителем 5771022000_OEM ACCENT,Doesn't have brand
1229,Накладка бампера переднего 8651026900 SANTA FE,Doesn't have brand
1230,"Колодки задние дисковые 583022DA10_OEM (SP1062) LANTRA, ELANTRA, CERATO",Doesn't have brand
1646,"Клапан ГБЦ выпускной 2221222011 ACCENT 1,3-1,5 SOHC",Doesn't have brand
1647,"Клапан ГБЦ впускной 2221122003 ACCENT 1,3-1,5 SOHC",Doesn't have brand
1648,Вкладыши шатунные стандартные 2306022540 ACCENT SOHC,Doesn't have brand
1650,"Цепь распредвалов 2432126010 ACCENT, GETZ DOHC",Doesn't have brand
1931,Поводок стеклоочистителя левый 9831025010 ACCENT,Doesn't have brand
1932,Поводок стеклоочистителя правый 9832025000 ACCENT,Doesn't have brand
13345,Фильтр топливный,Doesn't have brand
3590,Зеркало задней двери,Doesn't have brand
58,Амортизатор багажника правый 0K01G63610B б/у SPORTAGE,Doesn't have brand
59,Амортизатор задний,Doesn't have brand
60,Амортизатор передний,Doesn't have brand
61,Амортизатор задний,Doesn't have brand
62,Шайба стойки стабилизатора передней,Doesn't have brand
63,Шайба стойки стабилизатора передней,Doesn't have brand
64,Фонарь в бампер задний 0K01J5165013 SPORTAGE,Doesn't have brand
68,"Палец стабилизатора 0K72A34150 SPORTAGE, PREGIO",Doesn't have brand
70,Муфта обгонная 0K01133195 SPORTAGE,Doesn't have brand
71,Указатель поворот прав,Doesn't have brand
73,Датчик давления масла,Doesn't have brand
74,Реле стартера универсальное 30А 12V 11129885/73232003 MEAT DORIA DUCATO,Doesn't have brand
75,Термостат 88c,Doesn't have brand
81,Прокладка клапанной крышки 0K65A10236C PREGIO,Doesn't have brand
82,Прокладка клапанной крышки,Doesn't have brand
83,Щетка стартера,Doesn't have brand
84,Лепесток вакуумного насоса генератора,Doesn't have brand
85,Щетка генератора,Doesn't have brand
88,Свеча накаливания 12v,Doesn't have brand
89,"Свеча накаливания 10,5v",Doesn't have brand
90,Свеча накаливания 11V 0K75A18140 PREGIO,Doesn't have brand
96,"Вкладыши шатунные стандартные комплект 2306037140 SONATA5 2,7",Doesn't have brand
97,Брызговик задний правый,Doesn't have brand
100,Клапан гбц впускной,Doesn't have brand
101,Клапан гбц выпускной,Doesn't have brand
102,"Фильтр масляный 2632027000 SANTA FE 2,0 дизель",Doesn't have brand
103,Крышка термостата,Doesn't have brand
105,Реле свечей накаливания,Doesn't have brand
113,Пятак центральный стартера,Doesn't have brand
117,Корзина сцепления,Doesn't have brand
119,Зеркало внутрисалонное,Doesn't have brand
167,Ролик натяжной,Doesn't have brand
1495,Радиатор кондиционера 9760638002_OEM SONATA,Doesn't have brand
2050,Головка блока цилиндров (гбц),Doesn't have brand
2051,Датчик АБС передний левый 9567038000 SONATA5,Doesn't have brand
2053,Датчик АБС задний левый 9568038501 SONATA5,Doesn't have brand
2054,Датчик АБС задний правый 9568038601 SONATA5,Doesn't have brand
2055,Датчик кислородный 3921023710 SONATA5,Doesn't have brand
2056,Датчик расхода воздуха 2816437200 SONATA5,Doesn't have brand
2057,Замок крышки багажника 812303D000/010 SONATA5,Doesn't have brand
2058,Защита замка капота 811933D000 SONATA5,Doesn't have brand
2059,Зеркало левое электрическое с подогревом  8760538700 SONATA5,Doesn't have brand
2060,Зеркало правое электрическое с подогревом  8760638500 SONATA5,Doesn't have brand
2061,Катушка зажигания 2730138020 SONATA,Doesn't have brand
2062,Катушка зажигания 2730123700 SONATA5,Doesn't have brand
2063,Клапан ГБЦ впускной 2221133000 SONATA5,Doesn't have brand
2064,Клапан ГБЦ выпускной 2221233000 SONATA5,Doesn't have brand
2067,Колпачок маслосъемный впускной 2222438000 SONATA5,Doesn't have brand
2068,Колпачок маслосъемный выпускной 2222438010 SONATA5,Doesn't have brand
2069,Кольца поршневые стандартные 2304038100 SONATA5,Doesn't have brand
2070,"Компрессор кондиционера 9770138071 SONATA5 2,0",Doesn't have brand
2071,Корпус воздушного фильтра верхняя часть 2811138300 SONATA5,Doesn't have brand
2072,Крыло переднее правое (без повторителя) 663213D000/300 SONATA5,Doesn't have brand
2074,Стекло заднее 871113D011 SONATA5,Doesn't have brand
3038,Кронштейн 1366278,Doesn't have brand
3039,Набивка 1451253,Doesn't have brand
3040,Ремкомплект барабана тормозного 1522225,Doesn't have brand
3041,Стеклоомыватель 1701599,Doesn't have brand
3042,Тяга 1686594,Doesn't have brand
3043,Фильтр воздушный 1708877,Doesn't have brand
3044,Фильтр масляный 1714387,Doesn't have brand
1991,Лонжерон правый 6460625000 ACCENT,Doesn't have brand
1992,Лонжерона брызговик левый 6450125350 ACCENT,Doesn't have brand
1993,Лонжерона брызговик правый 6450225350 ACCENT,Doesn't have brand
1994,Лонжерон левый 6460525301 ACCENT,Doesn't have brand
1995,Лонжерон правый 6460625301 ACCENT,Doesn't have brand
1996,Подрамник (балка) двигателя 6241025005 ACCENT,Doesn't have brand
1997,Опора двигателя передняя автомат 2191025110 ACCENT,Doesn't have brand
1998,Опора двигателя  правая DOHC 2181025110 ACCENT,Doesn't have brand
1999,Опора двигателя  правая SOHC 2181025010 ACCENT,Doesn't have brand
2000,Порог левый 71312250B0 ACCENT,Doesn't have brand
2001,Порог правый 71322250B0 ACCENT,Doesn't have brand
2002,Наклейка двери передней правой верхняя 8637225001 ACCENT,Doesn't have brand
2003,Абсорбер бампера заднего 866202H010 NEW ELANTRA,Doesn't have brand
2004,Вентилятор охлаждения двигателя (с кондиционером) 253802H020 NEW ELANTRA,Doesn't have brand
2005,Дверь задняя правая 770042H010 NEW ELANTRA,Doesn't have brand
2006,Дверь задняя левая 770032H010 NEW ELANTRA,Doesn't have brand
2007,Дверь передняя левая 760032H010 NEW ELANTRA,Doesn't have brand
2008,Дверь передняя правая 760042H010 NEW ELANTRA,Doesn't have brand
2009,Замок капота 811302H000 NEW ELANTRA,Doesn't have brand
2010,Корпус воздушного фильтра 281102H000 NEW ELANTRA,Doesn't have brand
2011,"Крышка клапанов ГБЦ 224102B000 NEW ELANTRA 1,6",Doesn't have brand
2012,Петля крышки багажника левая 792102H000 NEW ELANTRA,Doesn't have brand
2013,Петля крышки багажника правая 792202H000 NEW ELANTRA,Doesn't have brand
2014,"Привод левый 495012H012 NEW ELANTRA 1,6",Doesn't have brand
2015,Решетка бампера переднего 865612H000 NEW ELANTRA,Doesn't have brand
2016,Стекло лобовое 861102H040 NEW ELANTRA,Doesn't have brand
2017,Уплотнитель крышки багажника 873212H000 NEW ELANTRA,Doesn't have brand
